,heart,heartbeat_label
393,-1.4,False
394,-1.03,False
395,-2.73,False
396,-0.18,False
397,0.55,False
398,-2.15,False
399,-0.97,False
400,1.17,False
401,-1.28,False
402,-1.95,False
403,0.93,False
404,-0.18,False
405,-2.31,False
406,0.16,False
407,0.71,False
408,-2.1,False
409,-1.0,False
410,1.17,False
411,-1.25,False
412,-1.88,False
413,0.98,False
414,-0.09,False
415,-2.25,False
416,0.2,False
417,0.82,False
418,-2.08,False
419,-1.01,False
420,1.18,False
421,-1.23,False
422,-1.94,False
423,0.89,False
424,-0.23,False
425,-2.33,False
426,0.09,False
427,0.73,False
428,-2.11,False
429,-1.0,False
430,1.16,False
431,-1.27,False
432,-1.97,False
433,0.89,False
434,-0.18,False
435,-2.37,False
436,0.11,False
437,0.78,False
438,-2.14,False
439,-1.1,False
440,1.14,False
441,-1.24,False
442,-2.01,False
443,0.81,False
444,-0.33,False
445,-2.73,False
446,-0.39,False
447,0.58,False
448,-2.11,False
449,-0.64,False
450,8.7,False
451,10.0,False
452,8.17,False
453,5.95,False
454,1.15,False
455,-2.63,False
456,-0.08,False
457,0.87,False
458,-2.27,False
459,-1.54,False
460,0.31,False
461,-3.29,False
462,-10.0,False
463,-9.42,False
464,-7.02,False
465,-5.87,False
466,-1.7,False
467,-0.35,False
468,-2.93,False
469,-1.65,False
470,0.75,False
471,-1.48,False
472,-2.13,False
473,0.72,False
474,-0.33,False
475,-2.5,False
476,-0.02,False
477,0.61,False
478,-2.21,False
479,-1.17,False
480,0.99,False
481,-1.47,False
482,-2.31,False
483,0.42,False
484,-0.46,False
485,-2.5,False
486,0.11,False
487,0.83,False
488,-1.96,False
489,-0.95,False
490,1.19,False
491,-1.17,False
492,-1.87,False
493,1.01,False
494,-0.0,False
495,-2.19,False
496,0.19,False
497,0.95,False
498,-1.87,False
499,-0.84,False
500,1.47,False
501,-0.86,False
502,-1.75,False
503,0.99,False
504,-0.05,False
505,-2.27,False
506,0.05,False
507,0.79,False
508,-2.06,False
509,-1.08,False
510,1.03,False
511,2.04,False
512,6.97,False
513,4.17,False
514,-4.61,False
515,-8.05,False
516,-3.28,False
517,-0.56,False
518,-2.96,False
519,-1.94,False
520,0.55,False
521,-1.48,False
522,-2.02,False
523,0.86,False
524,-0.13,False
525,-2.26,False
526,0.07,False
527,0.77,False
528,-2.03,False
529,-0.95,False
530,1.21,False
531,-1.12,False
532,-1.82,False
533,1.08,False
534,-0.02,False
535,-2.12,False
536,0.26,False
537,1.04,False
538,-1.74,False
539,-0.85,False
540,1.22,False
541,-1.21,False
542,-1.95,False
543,0.94,False
544,-0.08,False
545,-2.3,False
546,0.05,False
547,0.76,False
548,-2.06,False
549,-1.12,False
550,1.12,False
551,-1.26,False
552,-2.11,False
553,0.46,False
554,-0.54,False
555,-2.58,False
556,-0.01,False
557,0.89,False
558,-1.94,False
559,-1.0,False
560,1.25,False
561,-1.17,False
562,-1.94,False
563,0.95,False
564,-0.08,False
565,-2.28,False
566,0.17,False
567,0.95,False
568,-1.95,False
569,-0.97,False
570,1.31,False
571,-1.04,False
572,-1.0,False
573,9.09,False
574,5.37,False
575,-4.93,False
576,-4.85,False
577,-2.19,False
578,-3.38,False
579,-1.69,False
580,0.84,False
581,-1.45,False
582,-2.18,False
583,0.81,False
584,-0.13,False
585,-2.39,False
586,0.07,False
587,0.85,False
588,-2.13,False
589,-1.33,False
590,0.89,False
591,-1.58,False
592,-2.5,False
593,0.67,False
594,-0.16,False
595,-2.39,False
596,-0.03,False
597,0.84,False
598,-2.02,False
599,-1.06,False
600,1.22,False
601,-1.12,False
602,-1.98,False
603,0.99,False
604,0.11,False
605,-2.19,False
606,0.13,False
607,1.02,False
608,-1.8,False
609,-0.9,False
610,1.26,False
611,-1.22,False
612,-2.14,False
613,0.79,False
614,-0.11,False
615,-2.37,False
616,-0.01,False
617,0.97,False
618,-1.85,False
619,-1.04,False
620,1.29,False
621,-0.93,False
622,-1.79,False
623,1.02,False
624,-0.03,False
625,-2.5,False
626,-0.07,False
627,0.86,False
628,-2.07,False
629,-1.25,False
630,1.08,False
631,-1.25,False
632,-2.16,False
633,0.68,False
634,4.27,False
635,5.47,False
636,0.16,False
637,-4.04,False
638,-6.49,False
639,-3.49,False
640,0.26,False
641,-1.65,False
642,-2.38,False
643,0.55,False
644,-0.32,False
645,-2.57,False
646,-0.19,False
647,0.7,False
648,-2.14,False
649,-1.2,False
650,1.07,False
651,-1.19,False
652,-2.04,False
653,0.83,False
654,-0.14,False
655,-2.41,False
656,-0.09,False
657,0.84,False
658,-1.96,False
659,-1.16,False
660,1.12,False
661,-1.24,False
662,-2.1,False
663,0.76,False
664,-0.14,False
665,-2.5,False
666,-0.11,False
667,0.83,False
668,-2.03,False
669,-1.17,False
670,1.13,False
671,-1.17,False
672,-2.01,False
673,0.86,False
674,-0.02,False
675,-2.38,False
676,-0.07,False
677,0.83,False
678,-2.04,False
679,-1.17,False
680,1.21,False
681,-1.1,False
682,-2.08,False
683,0.77,False
684,-0.08,False
685,-2.5,False
686,-0.07,False
687,0.81,False
688,-2.11,False
689,-1.17,False
690,1.19,False
691,-1.14,False
692,-2.06,False
693,0.82,False
694,-0.1,False
695,-1.08,False
696,7.79,False
697,4.92,False
698,-5.4,False
699,-6.04,False
700,-1.52,False
701,-2.25,False
702,-2.66,False
703,0.46,False
704,-0.3,False
705,-2.58,False
706,-0.22,False
707,0.8,False
708,-2.11,False
709,-1.26,False
710,1.12,False
711,-1.16,False
712,-2.1,False
713,0.77,False
714,-0.08,False
715,-2.41,False
716,-0.08,False
717,0.87,False
718,-1.97,False
719,-1.17,False
720,1.19,False
721,-1.09,False
722,-2.1,False
723,0.81,False
724,-0.06,False
725,-2.38,False
726,-0.08,False
727,0.81,False
728,-2.03,False
729,-1.18,False
730,1.17,False
731,-1.16,False
732,-2.05,False
733,0.86,False
734,-0.01,False
735,-2.5,False
736,-0.27,False
737,0.75,False
738,-2.02,False
739,-1.13,False
740,1.21,False
741,-1.1,False
742,-2.08,False
743,0.83,False
744,-0.05,False
745,-2.41,False
746,-0.09,False
747,0.9,False
748,-1.98,False
749,-1.22,False
750,1.16,False
751,-1.15,False
752,-2.09,False
753,0.79,False
754,-0.03,False
755,-2.37,False
756,-0.15,False
757,6.26,False
758,6.6,False
759,-0.96,False
760,-4.08,False
761,-5.8,False
762,-4.48,False
763,-0.13,False
764,-0.44,False
765,-2.73,False
766,-0.37,False
767,0.77,False
768,-2.08,False
769,-1.3,False
770,1.17,False
771,-1.03,False
772,-2.09,False
773,0.76,False
774,0.04,False
775,-2.39,False
776,-0.24,False
777,0.62,False
778,-2.2,False
779,-1.31,False
780,1.11,False
781,-1.1,False
782,-2.03,False
783,0.85,False
784,0.09,False
785,-2.24,False
786,0.08,False
787,1.06,False
788,-1.82,False
789,-1.04,False
790,1.33,False
791,-0.92,False
792,-1.95,False
793,0.87,False
794,0.09,False
795,-2.25,False
796,-0.06,False
797,0.88,False
798,-2.03,False
799,-1.3,False
800,1.16,False
801,-1.05,False
802,-2.03,False
803,0.82,False
804,-0.04,False
805,-2.5,False
806,-0.21,False
807,0.85,False
808,-2.02,False
809,-1.22,False
810,1.25,False
811,-1.02,False
812,-2.13,False
813,0.72,False
814,0.08,False
815,-2.31,False
816,-0.16,False
817,0.87,False
818,-0.03,False
819,6.56,False
820,4.31,False
821,-4.76,False
822,-6.9,False
823,-1.79,False
824,-0.86,False
825,-2.85,False
826,-0.53,False
827,0.65,False
828,-2.13,False
829,-1.37,False
830,1.07,False
831,-1.04,False
832,-2.1,False
833,0.81,False
834,0.12,False
835,-2.25,False
836,-0.07,False
837,0.99,False
838,-1.97,False
839,-1.37,False
840,1.15,False
841,-0.96,False
842,-2.12,False
843,0.82,False
844,0.18,False
845,-2.31,False
846,-0.18,False
847,0.91,False
848,-1.93,False
849,-1.28,False
850,1.11,False
851,-1.02,False
852,-2.08,False
853,0.75,False
854,-0.02,False
855,-2.5,False
856,-0.24,False
857,0.88,False
858,-1.92,False
859,-1.27,False
860,1.19,False
861,-1.01,False
862,-2.08,False
863,0.83,False
864,0.13,False
865,-2.29,False
866,-0.13,False
867,0.94,False
868,-1.92,False
869,-1.23,False
870,1.21,False
871,-0.96,False
872,-2.06,False
873,0.78,False
874,0.03,False
875,-2.39,False
876,-0.16,False
877,0.89,False
878,-1.95,False
879,-1.1,False
880,8.03,False
881,10.0,False
882,3.98,False
883,-3.44,False
884,-7.82,False
885,-8.05,False
886,-2.65,False
887,-0.06,False
888,-2.58,False
889,-1.73,False
890,0.87,False
891,-1.18,False
892,-2.19,False
893,0.72,False
894,-0.03,False
895,-2.5,False
896,-0.25,False
897,0.86,False
898,-1.98,False
899,-1.32,False
900,1.16,False
901,-1.06,False
902,-2.11,False
903,0.76,False
904,0.12,False
905,-2.27,False
906,-0.14,False
907,0.91,False
908,-1.95,False
909,-1.33,False
910,1.17,False
911,-0.96,False
912,-2.1,False
913,0.78,False
914,0.08,False
915,-2.32,False
916,-0.16,False
917,0.88,False
918,-1.95,False
919,-1.25,False
920,1.24,False
921,-0.96,False
922,-2.03,False
923,0.84,False
924,0.17,False
925,-2.35,False
926,-0.17,False
927,0.94,False
928,-1.96,False
929,-1.25,False
930,1.2,False
931,-1.02,False
932,-2.08,False
933,0.84,False
934,0.18,False
935,-2.27,False
936,-0.08,False
937,1.02,False
938,-1.92,False
939,-1.26,False
940,1.09,False
941,1.68,False
942,6.91,False
943,10.0,False
944,6.05,False
945,0.15,False
946,0.46,False
947,1.01,False
948,-1.82,False
949,-6.64,False
950,-8.52,False
951,-9.08,False
952,-6.66,False
953,-1.17,False
954,-0.94,False
955,-3.17,False
956,-0.79,False
957,0.56,False
958,-2.17,False
959,-1.53,False
960,0.99,False
961,-1.13,False
962,-2.25,False
963,0.6,False
964,-0.05,False
965,-2.56,False
966,-0.39,False
967,0.68,False
968,-2.27,False
969,-1.57,False
970,1.04,False
971,-1.06,False
972,-2.19,False
973,0.69,False
974,0.08,False
975,-2.39,False
976,-0.26,False
977,0.93,False
978,-1.94,False
979,-1.31,False
980,1.08,False
981,-1.18,False
982,-2.25,False
983,0.75,False
984,0.23,False
985,-2.27,False
986,-0.19,False
987,1.02,False
988,-1.86,False
989,-1.28,False
990,1.25,False
991,-0.77,False
992,-1.88,False
993,1.01,False
994,0.52,False
995,-1.95,False
996,0.14,False
997,1.22,False
998,-1.72,False
999,-1.26,False
1000,1.19,False
1001,-0.93,False
1002,-1.61,False
1003,8.48,False
1004,10.0,False
1005,5.42,False
1006,-1.23,False
1007,-7.1,False
1008,-9.61,False
1009,-5.65,False
1010,-0.44,False
1011,-1.8,False
1012,-2.82,False
1013,0.28,False
1014,-0.2,False
1015,-2.52,False
1016,-0.31,False
1017,0.85,False
1018,-2.02,False
1019,-1.38,False
1020,1.2,False
1021,-0.93,False
1022,-2.13,False
1023,0.7,False
1024,0.12,False
1025,-2.35,False
1026,-0.23,False
1027,0.99,False
1028,-1.8,False
1029,-1.26,False
1030,1.25,False
1031,-0.89,False
1032,-2.06,False
1033,0.83,False
1034,0.26,False
1035,-2.25,False
1036,-0.17,False
1037,1.0,False
1038,-1.83,False
1039,-1.29,False
1040,1.17,False
1041,-0.91,False
1042,-2.12,False
1043,0.7,False
1044,0.2,False
1045,-2.31,False
1046,-0.22,False
1047,1.04,False
1048,-1.8,False
1049,-1.26,False
1050,1.22,False
1051,-0.91,False
1052,-2.11,False
1053,0.79,False
1054,0.31,False
1055,-2.27,False
1056,-0.26,False
1057,1.02,False
1058,-1.82,False
1059,-1.33,False
1060,1.17,False
1061,-0.97,False
1062,-2.14,False
1063,0.67,False
1064,3.74,False
1065,7.27,False
1066,8.99,False
1067,0.76,False
1068,-9.21,False
1069,-8.48,False
1070,-2.18,False
1071,-2.17,False
1072,-2.96,False
1073,0.16,False
1074,-0.17,False
1075,-2.59,False
1076,-0.42,False
1077,0.98,False
1078,-1.8,False
1079,-1.4,False
1080,1.17,False
1081,-0.93,False
1082,-2.2,False
1083,0.68,False
1084,0.23,False
1085,-2.29,False
1086,-0.25,False
1087,1.02,False
1088,-1.89,False
1089,-1.46,False
1090,1.02,False
1091,-1.13,False
1092,-2.32,False
1093,0.62,False
1094,0.2,False
1095,-2.34,False
1096,-0.28,False
1097,1.02,False
1098,-1.79,False
1099,-1.31,False
1100,1.25,False
1101,-0.81,False
1102,-2.04,False
1103,0.88,False
1104,0.38,False
1105,-2.19,False
1106,-0.15,False
1107,1.11,False
1108,-1.79,False
1109,-1.33,False
1110,1.22,False
1111,-0.84,False
1112,-2.1,False
1113,0.77,False
1114,0.31,False
1115,-2.27,False
1116,-0.29,False
1117,1.05,False
1118,-1.81,False
1119,-1.48,False
1120,1.08,False
1121,-0.89,False
1122,-2.27,False
1123,0.48,False
1124,0.08,False
1125,-1.47,False
1126,7.44,False
1127,10.0,False
1128,7.28,False
1129,2.73,False
1130,1.65,False
1131,-1.09,False
1132,-3.43,False
1133,-6.32,False
1134,-9.21,False
1135,-9.3,False
1136,-3.74,False
1137,-0.39,False
1138,-2.72,False
1139,-2.08,False
1140,0.66,False
1141,-1.2,False
1142,-2.33,False
1143,0.53,False
1144,0.08,False
1145,-2.5,False
1146,-0.36,False
1147,0.96,False
1148,-1.86,False
1149,-1.38,False
1150,1.15,False
1151,-0.92,False
1152,-2.22,False
1153,0.67,False
1154,0.23,False
1155,-2.32,False
1156,-0.32,False
1157,0.97,False
1158,-1.87,False
1159,-1.41,False
1160,1.12,False
1161,-0.97,False
1162,-2.31,False
1163,0.46,False
1164,-0.07,False
1165,-2.58,False
1166,-0.42,False
1167,0.93,False
1168,-1.87,False
1169,-1.48,False
1170,1.13,False
1171,-0.79,False
1172,-2.14,False
1173,0.67,False
1174,0.25,False
1175,-2.25,False
1176,-0.23,False
1177,1.16,False
1178,-1.64,False
1179,-1.2,False
1180,1.33,False
1181,-0.72,False
1182,-2.1,False
1183,0.69,False
1184,0.27,False
1185,-2.28,False
1186,-0.36,False
1187,5.59,False
1188,9.29,False
1189,7.82,False
1190,5.73,False
1191,0.81,False
1192,-5.1,False
1193,-8.04,False
1194,-8.26,False
1195,-7.57,False
1196,-2.8,False
1197,-0.36,False
1198,-2.92,False
1199,-2.17,False
1200,0.74,False
1201,-1.1,False
1202,-2.39,False
1203,0.52,False
1204,0.13,False
1205,-2.5,False
1206,-0.42,False
1207,1.04,False
1208,-1.74,False
1209,-1.38,False
1210,1.26,False
1211,-0.69,False
1212,-2.06,False
1213,0.85,False
1214,0.49,False
1215,-2.15,False
1216,-0.26,False
1217,1.04,False
1218,-1.84,False
1219,-1.54,False
1220,1.11,False
1221,-0.83,False
1222,-2.18,False
1223,0.65,False
1224,0.33,False
1225,-2.34,False
1226,-0.41,False
1227,1.02,False
1228,-1.84,False
1229,-1.54,False
1230,1.0,False
1231,-1.04,False
1232,-2.41,False
1233,0.58,False
1234,0.29,False
1235,-2.37,False
1236,-0.46,False
1237,0.94,False
1238,-1.85,False
1239,-1.49,False
1240,1.16,False
1241,-0.83,False
1242,-2.15,False
1243,0.72,False
1244,0.39,False
1245,-2.2,False
1246,-0.22,False
1247,1.17,False
1248,-0.13,False
1249,6.72,False
1250,6.71,False
1251,-3.92,False
1252,-7.68,False
1253,-2.74,False
1254,-1.08,False
1255,-3.04,False
1256,-1.04,False
1257,0.21,False
1258,-2.5,False
1259,-1.82,False
1260,1.01,False
1261,-0.81,False
1262,-2.16,False
1263,0.68,False
1264,0.39,False
1265,-2.28,False
1266,-0.39,False
1267,1.05,False
1268,-1.75,False
1269,-1.46,False
1270,1.17,False
1271,-0.75,False
1272,-2.31,False
1273,0.38,False
1274,-0.08,False
1275,-2.83,False
1276,-0.78,False
1277,0.87,False
1278,-1.75,False
1279,-1.46,False
1280,1.19,False
1281,-0.71,False
1282,-2.11,False
1283,0.7,False
1284,0.41,False
1285,-2.16,False
1286,-0.19,False
1287,1.25,False
1288,-1.5,False
1289,-1.19,False
1290,1.62,False
1291,-0.36,False
1292,-2.01,False
1293,0.62,False
1294,0.27,False
1295,-2.33,False
1296,-0.39,False
1297,1.13,False
1298,-1.62,False
1299,-1.25,False
1300,1.2,False
1301,-0.83,False
1302,-2.24,False
1303,0.58,False
1304,0.27,False
1305,-2.3,False
1306,-0.39,False
1307,0.99,False
1308,-1.83,False
1309,-1.38,False
1310,6.88,False
1311,10.0,False
1312,2.86,False
1313,-4.06,False
1314,-6.89,False
1315,-7.09,False
1316,-2.37,False
1317,0.26,False
1318,-2.35,False
1319,-1.94,False
1320,0.86,False
1321,-0.92,False
1322,-2.25,False
1323,0.6,False
1324,0.21,False
1325,-2.5,False
1326,-0.56,False
1327,0.76,False
1328,-2.08,False
1329,-1.65,False
1330,1.11,False
1331,-0.8,False
1332,-2.27,False
1333,0.62,False
1334,0.35,False
1335,-2.27,False
1336,-0.36,False
1337,1.17,False
1338,-1.62,False
1339,-1.35,False
1340,1.27,False
1341,-0.66,False
1342,-2.12,False
1343,0.73,False
1344,0.41,False
1345,-2.32,False
1346,-0.43,False
1347,1.07,False
1348,-1.77,False
1349,-1.58,False
1350,1.12,False
1351,-0.73,False
1352,-2.23,False
1353,0.6,False
1354,0.33,False
1355,-2.31,False
1356,-0.4,False
1357,1.07,False
1358,-1.66,False
1359,-1.43,False
1360,1.12,False
1361,-0.87,False
1362,-2.41,False
1363,0.4,False
1364,0.23,False
1365,-2.37,False
1366,-0.44,False
1367,1.04,False
1368,-1.74,False
1369,-1.51,False
1370,1.17,False
1371,1.44,False
1372,6.52,False
1373,10.0,False
1374,5.14,False
1375,-6.85,False
1376,-8.72,False
1377,-4.53,False
1378,-4.26,False
1379,-2.7,False
1380,0.48,False
1381,-1.23,False
1382,-2.63,False
1383,0.3,False
1384,0.1,False
1385,-2.61,False
1386,-0.96,False
1387,0.64,False
1388,-1.94,False
1389,-1.56,False
1390,1.11,False
1391,-0.75,False
1392,-2.26,False
1393,0.56,False
1394,0.39,False
1395,-2.26,False
1396,-0.42,False
1397,1.05,False
1398,-1.81,False
1399,-1.77,False
1400,0.68,False
1401,-1.17,False
1402,-2.5,False
1403,0.54,False
1404,0.46,False
1405,-2.2,False
1406,-0.39,False
1407,1.17,False
1408,-1.64,False
1409,-1.47,False
1410,1.2,False
1411,-0.59,False
1412,-2.02,False
1413,0.81,False
1414,0.63,False
1415,-1.95,False
1416,-0.01,False
1417,1.38,False
1418,-1.56,False
1419,-1.49,False
1420,1.07,False
1421,-0.79,False
1422,-2.26,False
1423,0.62,False
1424,0.56,False
1425,-2.14,False
1426,-0.41,False
1427,1.07,False
1428,-1.69,False
1429,-1.52,False
1430,1.08,False
1431,-0.79,False
1432,-1.95,False
1433,6.82,False
1434,6.83,False
1435,-4.14,False
1436,-5.49,False
1437,-2.29,False
1438,-3.23,False
1439,-2.19,False
1440,0.73,False
1441,-1.04,False
1442,-2.42,False
1443,0.45,False
1444,0.31,False
1445,-2.28,False
1446,-0.45,False
1447,1.03,False
1448,-1.66,False
1449,-1.48,False
1450,1.05,False
1451,-0.83,False
1452,-2.29,False
1453,0.54,False
1454,0.36,False
1455,-2.38,False
1456,-0.56,False
1457,1.01,False
1458,-1.72,False
1459,-1.51,False
1460,1.16,False
1461,-0.7,False
1462,-2.26,False
1463,0.58,False
1464,0.39,False
1465,-2.31,False
1466,-0.5,False
1467,1.08,False
1468,-1.71,False
1469,-1.54,False
1470,1.17,False
1471,-0.86,False
1472,-2.91,False
1473,0.17,False
1474,0.3,False
1475,-2.29,False
1476,-0.52,False
1477,1.04,False
1478,-1.72,False
1479,-1.59,False
1480,1.16,False
1481,-0.62,False
1482,-2.11,False
1483,0.72,False
1484,0.58,False
1485,-1.95,False
1486,-0.08,False
1487,1.31,False
1488,-1.67,False
1489,-1.59,False
1490,1.16,False
1491,-0.7,False
1492,-2.33,False
1493,0.4,False
1494,3.38,False
1495,6.65,False
1496,4.08,False
1497,-3.0,False
1498,-7.89,False
1499,-5.63,False
1500,-0.41,False
1501,-1.33,False
1502,-2.8,False
1503,0.14,False
1504,0.22,False
1505,-2.51,False
1506,-0.67,False
1507,1.03,False
1508,-1.72,False
1509,-1.66,False
1510,1.05,False
1511,-0.7,False
1512,-2.29,False
1513,0.48,False
1514,0.44,False
1515,-2.28,False
1516,-0.55,False
1517,1.09,False
1518,-1.63,False
1519,-1.59,False
1520,1.04,False
1521,-0.74,False
1522,-2.37,False
1523,0.23,False
1524,0.13,False
1525,-2.5,False
1526,-0.62,False
1527,1.08,False
1528,-1.64,False
1529,-1.59,False
1530,1.17,False
1531,-0.58,False
1532,-2.19,False
1533,0.56,False
1534,0.42,False
1535,-2.31,False
1536,-0.65,False
1537,0.73,False
1538,-1.96,False
1539,-1.8,False
1540,1.05,False
1541,-0.68,False
1542,-2.25,False
1543,0.52,False
1544,0.4,False
1545,-2.22,False
1546,-0.46,False
1547,1.1,False
1548,-1.61,False
1549,-1.4,False
1550,1.33,False
1551,-0.39,False
1552,-1.94,False
1553,1.02,False
1554,0.8,False
1555,-1.53,False
1556,6.47,False
